"URI de la canción","Nombre de la canción","URI(s) del artista","Nombre(s) del artista","URI del álbum","Nombre del álbum","URI(s) del artista del álbum","Nombre(s) del artista del álbum","Fecha de lanzamiento del álbum","URL de la imagen del álbum","Número de disco","Número de la canción","Duración de la canción (ms)","URL de vista previa de la canción","Explícito","Popularidad","ISRC","Añadido por","Añadido en"
"spotify:track:3sDmwlRdEdsb1BLDChJSJV","Se Viene","spotify:artist:6MxyNXnnmwQwdW2PD0gXYO","Bersuit Vergarabat","spotify:album:4jvy4EtQG6BrW2FZewSZri","Libertinaje","spotify:artist:6MxyNXnnmwQwdW2PD0gXYO","Bersuit Vergarabat","1998-01-01","https://i.scdn.co/image/ab67616d0000b273a0fc7851f47a216e9a902aa6","1","4","205946","https://p.scdn.co/mp3-preview/03c823b766993d544fee32fc60d294ea2b14b75c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","ARF149800006","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:00:17Z"
"spotify:track:0zXMZx9kvFO6x58JiIh4BJ","Sr. Cobranza","spotify:artist:6MxyNXnnmwQwdW2PD0gXYO","Bersuit Vergarabat","spotify:album:4jvy4EtQG6BrW2FZewSZri","Libertinaje","spotify:artist:6MxyNXnnmwQwdW2PD0gXYO","Bersuit Vergarabat","1998-01-01","https://i.scdn.co/image/ab67616d0000b273a0fc7851f47a216e9a902aa6","1","6","259813","https://p.scdn.co/mp3-preview/8715fc73b39c75e6ace873cf47b85184eca160d5?cid=9950ac751e34487dbbe027c4fd7f8e99","true","59","ARF149800008","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:00:37Z"
"spotify:track:1Dr1fXbc2IxaK1Mu8P8Khz","When I Come Around","spotify:artist:7oPftvlwr6VrsViSDV7fJY","Green Day","spotify:album:4uG8q3GPuWHQlRbswMIRS6","Dookie","spotify:artist:7oPftvlwr6VrsViSDV7fJY","Green Day","1994-02-01","https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d","1","10","178000","https://p.scdn.co/mp3-preview/ce95ec4b7666e7efe290782e449bd96ba8f7a4e5?cid=9950ac751e34487dbbe027c4fd7f8e99","false","81","USRE19900154","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:03:14Z"
"spotify:track:5JJDu0Z5DKe7mR31MGksSg","Come Out and Play","spotify:artist:5LfGQac0EIXyAN8aUwmNAQ","The Offspring","spotify:album:7IDywTRaCI8qzS3X8tNU3x","Smash","spotify:artist:5LfGQac0EIXyAN8aUwmNAQ","The Offspring","1994-04-08","https://i.scdn.co/image/ab67616d0000b2730158cbde70672dd821972907","1","7","197800","https://p.scdn.co/mp3-preview/03dbbaa0e6d23eb0009d40f5896f67873132ff0f?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USEP40312207","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:03:33Z"
"spotify:track:1ru5R5iSawvuMELqKXxLjS","The Impression That I Get","spotify:artist:5uYXMC13cIUulobh204QuK","The Mighty Mighty Bosstones","spotify:album:5yBYSnmpRANjb99msqeCee","Let's Face It","spotify:artist:5uYXMC13cIUulobh204QuK","The Mighty Mighty Bosstones","1997-01-01","https://i.scdn.co/image/ab67616d0000b27381703eef6202ecf509d2cf55","1","4","194760","https://p.scdn.co/mp3-preview/79ee09e0ad91c83e587833459508959532a074af?cid=9950ac751e34487dbbe027c4fd7f8e99","false","4","USMR19780102","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:04:07Z"
"spotify:track:7ap5NaoYRB6TJdrhX5Fej8","Hybrid Moments - C.I. Recording 1978","spotify:artist:1cXi8ALPQCBHZbf0EgP4Ey","Misfits","spotify:album:6vZ6KNlP8hReYxJVuU7G42","The Misfits Box Set","spotify:artist:1cXi8ALPQCBHZbf0EgP4Ey","Misfits","1996-02-27","https://i.scdn.co/image/ab67616d0000b2730adf29d267ea9a7e149b2ae0","4","7","102266","https://p.scdn.co/mp3-preview/72dccd4bb3c28c712512ab2b573149fb16aadbcc?cid=9950ac751e34487dbbe027c4fd7f8e99","false","57","USCN39500058","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:06:03Z"
"spotify:track:75pFBU0QM7RfDPKOL7P0h9","Attitude - C.I. Recording 1978","spotify:artist:1cXi8ALPQCBHZbf0EgP4Ey","Misfits","spotify:album:6vZ6KNlP8hReYxJVuU7G42","The Misfits Box Set","spotify:artist:1cXi8ALPQCBHZbf0EgP4Ey","Misfits","1996-02-27","https://i.scdn.co/image/ab67616d0000b2730adf29d267ea9a7e149b2ae0","4","13","90506","https://p.scdn.co/mp3-preview/444f0801fab9fae28722f6a82fe9b5dfe3cda4cd?cid=9950ac751e34487dbbe027c4fd7f8e99","true","37","USCN39500064","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T11:07:09Z"
"spotify:track:0fhelmKfDcHZJek42jeQqB","Amor de Hierro","spotify:artist:38Wv3iDJm7vyk4OvaHWZxx","Zapato3","spotify:album:4S5a4TBb9BqTZndBKRPlCT","Separacion","spotify:artist:38Wv3iDJm7vyk4OvaHWZxx","Zapato3","1993-10-05","https://i.scdn.co/image/ab67616d0000b273c0516d94726e8258ae79e03a","1","4","263160","https://p.scdn.co/mp3-preview/632f0233b9136570ca532c3d33cd260828fedc15?cid=9950ac751e34487dbbe027c4fd7f8e99","false","14","VED049300099","spotify:user:rosygv","2021-05-18T12:18:12Z"
"spotify:track:6mtlnE4RJ6jpJ4K6HoUEE5","Una Extraña Sensación de Soledad","spotify:artist:7nx8DlJ8j0sUGBvFtpoEwz","Sentimiento Muerto","spotify:album:0fGZ6VlzWumN8zzmH1IaPz","El Amor Ya No Existe","spotify:artist:7nx8DlJ8j0sUGBvFtpoEwz","Sentimiento Muerto","1987-12-07","https://i.scdn.co/image/ab67616d0000b27301d71effb4df3d59d8eb2406","1","5","213480","https://p.scdn.co/mp3-preview/80d0d1a3b3dcf64ae7b52b3e8d2170c3ab9ec1fa?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","ESA010901620","spotify:user:rosygv","2021-05-18T12:19:03Z"
"spotify:track:1N6WffE5dihKU8Hwr27oSD","Nada Sigue Igual","spotify:artist:7nx8DlJ8j0sUGBvFtpoEwz","Sentimiento Muerto","spotify:album:6TffevMYTfm29KnfayTjb2","Sin Sombra No Hay Luz","spotify:artist:7nx8DlJ8j0sUGBvFtpoEwz","Sentimiento Muerto","1989-12-11","https://i.scdn.co/image/ab67616d0000b2733ea93ed5fd7850f7bfb8a507","1","2","203280","https://p.scdn.co/mp3-preview/f2cf58c7d6db6a56b346aa30579195fad5ebf6c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","30","ESA010901637","spotify:user:rosygv","2021-05-18T12:19:13Z"
"spotify:track:0EhhBOaf8XKRFtfK8y2OUf","Asesino","spotify:artist:0uOo0Rl5OSUEhQjluC18Tt","Arkangel","spotify:album:600JzAwqJHEyY9Z6hlvC4V","Arkangel","spotify:artist:0uOo0Rl5OSUEhQjluC18Tt","Arkangel","2019-03-06","https://i.scdn.co/image/ab67616d0000b273d90b302ee1ff7082f50e57d0","1","9","153640","https://p.scdn.co/mp3-preview/6af0bb47389d6c0e4d9ba11fbd4f3b210c1d444a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","15","QZ5AB1888181","spotify:user:rosygv","2021-05-18T12:27:20Z"
"spotify:track:5GJw2lAnX75GHKOHR1ScKn","El Vagon de la Muerte","spotify:artist:0uOo0Rl5OSUEhQjluC18Tt","Arkangel","spotify:album:600JzAwqJHEyY9Z6hlvC4V","Arkangel","spotify:artist:0uOo0Rl5OSUEhQjluC18Tt","Arkangel","2019-03-06","https://i.scdn.co/image/ab67616d0000b273d90b302ee1ff7082f50e57d0","1","1","278640","https://p.scdn.co/mp3-preview/6102201a5870cf086dc134f6e8476d147eed05e6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","9","QZ5AB1888173","spotify:user:rosygv","2021-05-18T12:31:49Z"
"spotify:track:311QEbJJuOfKotWzhS0grW","Baron Rojo","spotify:artist:0uOo0Rl5OSUEhQjluC18Tt","Arkangel","spotify:album:600JzAwqJHEyY9Z6hlvC4V","Arkangel","spotify:artist:0uOo0Rl5OSUEhQjluC18Tt","Arkangel","2019-03-06","https://i.scdn.co/image/ab67616d0000b273d90b302ee1ff7082f50e57d0","1","4","192640","https://p.scdn.co/mp3-preview/8cadafa46c3198531b6125d3a78dadce6bd80a44?cid=9950ac751e34487dbbe027c4fd7f8e99","false","8","QZ5AB1888176","spotify:user:rosygv","2021-05-18T12:33:52Z"
"spotify:track:4KcH1ZRV2W1q7Flq0QqC76","Blitzkrieg Bop - 2016 Remaster","spotify:artist:1co4F2pPNH8JjTutZkmgSm","Ramones","spotify:album:5uYDAwW0SZgcfOFkxrST64","Ramones (40th Anniversary Deluxe Edition; 2016 Remaster)","spotify:artist:1co4F2pPNH8JjTutZkmgSm","Ramones","1976-04-23","https://i.scdn.co/image/ab67616d0000b273db687db0afb257abdee10816","1","1","134466","https://p.scdn.co/mp3-preview/e568214b37abb97de52d5380e1b1674f1efe2512?cid=9950ac751e34487dbbe027c4fd7f8e99","false","73","USRH11601901","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:40:41Z"
"spotify:track:5NoQvINZLBV1wMYPdNmReL","I Wanna Be Sedated","spotify:artist:1co4F2pPNH8JjTutZkmgSm","Ramones","spotify:album:43zbrwwFHh5e7cmDQomx8Z","Road to Ruin (40th Anniversary Deluxe Edition)","spotify:artist:1co4F2pPNH8JjTutZkmgSm","Ramones","1978","https://i.scdn.co/image/ab67616d0000b273072ee11a51e23f861c54cef9","1","7","149786","https://p.scdn.co/mp3-preview/eaf8671523f5977ab7b6528b338ca960a9ccd1b7?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USRH11802019","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:40:46Z"
"spotify:track:3UDmHZcBTQp8Iu8droNtUl","Revolution - Remastered 2009","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","spotify:album:1cTeNkeINtXiaMLlashAKs","The Beatles 1967 - 1970 (Remastered)","spotify:artist:3WrFJ7ztbogyGnTHbHJFl2","The Beatles","1973-04-02","https://i.scdn.co/image/ab67616d0000b2736e3d3c964df32136fb1cd594","1","14","205293","https://p.scdn.co/mp3-preview/662b5fced82fa66808d5593e35762b2bc05c41fd?cid=9950ac751e34487dbbe027c4fd7f8e99","false","61","GBAYE0900597","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:42:10Z"
"spotify:track:7vpSOZu8wDFLKYt3USQs8K","El Aguijón - Versión Remasterizada (Live)","spotify:artist:2FS22haX3FYbyOsUAkuYqZ","Los Fabulosos Cadillacs","spotify:album:0gii7PQxRVEDFbuSVp5fpz","Hola","spotify:artist:2FS22haX3FYbyOsUAkuYqZ","Los Fabulosos Cadillacs","2008-12-16","https://i.scdn.co/image/ab67616d0000b273428366ab23b7c6e101f35d57","1","3","202106","https://p.scdn.co/mp3-preview/40df45a5b9d8c21136863f8cbd593f039614f62e?cid=9950ac751e34487dbbe027c4fd7f8e99","false","37","USBL10800063","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:43:17Z"
"spotify:track:1G0q6mPYI7P5dT2KUG5D4E","Strawberry Fields Forever - Remasterizado 2008","spotify:artist:2FS22haX3FYbyOsUAkuYqZ","Los Fabulosos Cadillacs","spotify:album:5PeJ5yyyJWcC0wkuMHGSqc","Rey Azúcar","spotify:artist:2FS22haX3FYbyOsUAkuYqZ","Los Fabulosos Cadillacs","1995-06-18","https://i.scdn.co/image/ab67616d0000b273ab163d5e61e4fb216aebcf34","1","2","257000","https://p.scdn.co/mp3-preview/c887f4041c622292fec9469a7a97f873b5a8bb33?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","ARFSB0800353","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:44:08Z"
"spotify:track:06EC9TibZK2mACTZ2usK1h","Live Wire","spotify:artist:0cc6vw3VN8YlIcvr1v7tBL","Mötley Crüe","spotify:album:6fhebW3x8DvrwbdL2aXCbo","Too Fast For Love","spotify:artist:0cc6vw3VN8YlIcvr1v7tBL","Mötley Crüe","1981","https://i.scdn.co/image/ab67616d0000b273dec0c1dbc765351cf6b05391","1","1","194586","https://p.scdn.co/mp3-preview/53f6ecf438d0d19e6ca398d2d7ca0cd5b35eebb8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","1","USBY29900144","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:46:43Z"
"spotify:track:5Ds35L9KpUDKgSxZ6whuoQ","We Die Young","spotify:artist:64tNsm6TnZe2zpcMVMOoHL","Alice In Chains","spotify:album:5LbHbwejgZXRZAgzVAjkhj","Facelift","spotify:artist:64tNsm6TnZe2zpcMVMOoHL","Alice In Chains","1990-08-01","https://i.scdn.co/image/ab67616d0000b2733cf83c82a8e976d7b51e2d00","1","1","151733","https://p.scdn.co/mp3-preview/99b23afb0774e7f6567bb02fd9582c426221705b?cid=9950ac751e34487dbbe027c4fd7f8e99","false","69","USSM19000767","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:47:57Z"
"spotify:track:5T8EDUDqKcs6OSOwEsfqG7","Don't Stop Me Now - Remastered 2011","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","spotify:album:2yuTRGIackbcReLUXOYBqU","Jazz (2011 Remaster)","spotify:artist:1dfeR4HaWDbWqFHLkxsg1d","Queen","1978-11-10","https://i.scdn.co/image/ab67616d0000b2737c39dd133836c2c1c87e34d6","1","12","209413","https://p.scdn.co/mp3-preview/857030fc088d0d4f72f7795b260bb052d20f7146?cid=9950ac751e34487dbbe027c4fd7f8e99","false","84","GBUM71029610","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:50:04Z"
"spotify:track:5IrtNw1BTSo4dbZ4ZO5bPx","Mr. Blue Sky - 2012 Version","spotify:artist:7jefIIksOi1EazgRTfW2Pk","Electric Light Orchestra","spotify:album:1jNEIHx9O9tZDNeyWeH0M0","Mr. Blue Sky: The Very Best of Electric Light Orchestra","spotify:artist:7jefIIksOi1EazgRTfW2Pk","Electric Light Orchestra","2012-09-10","https://i.scdn.co/image/ab67616d0000b273f955b4055c6c6d6a0d4a3442","1","1","222253","https://p.scdn.co/mp3-preview/e8998b6f82ef2cdf8d7bb4027eec22ad92af4733?cid=9950ac751e34487dbbe027c4fd7f8e99","false","46","USQX91702838","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:50:37Z"
"spotify:track:67HxeUADW4H3ERfaPW59ma","Love Me Two Times","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:6v5IVMmY1IvWtbfnQoiFSf","Strange Days","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","1967-09-25","https://i.scdn.co/image/ab67616d0000b27386339e6cd71cc2a167451ee5","1","3","195106","https://p.scdn.co/mp3-preview/82a5c91eac12bf97658f420cd3b4dba06a5b0141?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","USEE19900736","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:53:00Z"
"spotify:track:1Q5kgpp4pmyGqPwNBzkSrw","Roadhouse Blues","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","spotify:album:6AFLOkpJjFF652jevcSOZX","Morrison Hotel","spotify:artist:22WZ7M8sxp5THdruNY3gXt","The Doors","1970-02-09","https://i.scdn.co/image/ab67616d0000b273f12a8a7e0b2cbe16d2bef4dc","1","1","243826","https://p.scdn.co/mp3-preview/32d2b47751f9641e7d0a0bf1cfefada6be904c3c?cid=9950ac751e34487dbbe027c4fd7f8e99","false","75","USEE19900375","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:54:41Z"
"spotify:track:4uXy2l0kpKbW3qRaQegIRq","Blind","spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD","Korn","spotify:album:1twQEQUB9cGQJRKBIuV5zE","Woodstock '99","spotify:artist:0LyfQWJT6nXafLPZqxe9Of","Varios Artistas","1999-10-19","https://i.scdn.co/image/ab67616d0000b273250a2ee38bcf60e1e3cbdf04","1","1","243160","https://p.scdn.co/mp3-preview/23618da0dcd12a39ede6c6b6d7db392821ae3fb3?cid=9950ac751e34487dbbe027c4fd7f8e99","true","38","USSM19911588","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:55:44Z"
"spotify:track:5BvOYZlfOM5uVrvrwp3nuU","Selling The Drama - Live At Woodstock 1994","spotify:artist:6eoJpTIlcuxJNjV5fDzDJH","Live","spotify:album:3tsKEexbNEemfKpeckFLJh","Woodstock ’94 (Live)","spotify:artist:6eoJpTIlcuxJNjV5fDzDJH","Live","2019-07-19","https://i.scdn.co/image/ab67616d0000b273c706f1951e527a7b93974851","1","4","223080","https://p.scdn.co/mp3-preview/d6f62a040f27712d27737b88d818d93c54c129c2?cid=9950ac751e34487dbbe027c4fd7f8e99","false","28","USUM71906919","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:56:59Z"
"spotify:track:1zuFOSI43iqPZgTiVynCSf","Bullet With Butterfly Wings - Live In Los Angeles/1996","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","The Smashing Pumpkins","spotify:album:5y5Qnze6BJUbON6FxndO9c","Aeroplane Flies High (Deluxe Edition)","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","The Smashing Pumpkins","2013-01-01","https://i.scdn.co/image/ab67616d0000b273abab5c9e42696b45d237ff64","6","11","255920","https://p.scdn.co/mp3-preview/eb064b3f8be4fc5f4410a762cc38ea65267c26c6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","USUM71307198","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:58:05Z"
"spotify:track:0UR9ZtXEcpDlt6D919b23j","Zero - Live In San Francisco/1996","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","The Smashing Pumpkins","spotify:album:5y5Qnze6BJUbON6FxndO9c","Aeroplane Flies High (Deluxe Edition)","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","The Smashing Pumpkins","2013-01-01","https://i.scdn.co/image/ab67616d0000b273abab5c9e42696b45d237ff64","6","2","161706","https://p.scdn.co/mp3-preview/26a923e91ca76d800638a8c5e2eed9a92fc4d63e?cid=9950ac751e34487dbbe027c4fd7f8e99","true","26","USUM71307189","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:59:03Z"
"spotify:track:29CHcJZrBH1CqjW0GqPFRg","Interstate Love Song (Live at New Haven Veterans Memorial Coliseum, New Haven, CT, 8/23/1994) - 2019 Remaster","spotify:artist:2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","spotify:album:1SfACxGBJi6o761spVfpqt","Purple (Super Deluxe Edition) [2019 Remaster]","spotify:artist:2UazAtjfzqBF0Nho2awK4z","Stone Temple Pilots","2019-10-18","https://i.scdn.co/image/ab67616d0000b2735335b6a9d7ba031d1b36712c","3","13","198360","https://p.scdn.co/mp3-preview/1e9945f13af46d831835447af14839f5ee2fda6d?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","USRH11902238","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T21:59:40Z"
"spotify:track:0QRxtcxL31dRAeiUUuENPu","Territory","spotify:artist:6JW8wliOEwaDZ231ZY7cf4","Sepultura","spotify:album:5r4qa5AIQUVypFRXQzjaiu","Chaos A.D.","spotify:artist:6JW8wliOEwaDZ231ZY7cf4","Sepultura","1993-09-02","https://i.scdn.co/image/ab67616d0000b2739c0b2d74cfb910735ca55317","1","2","287480","https://p.scdn.co/mp3-preview/47000b5fe60b09c5e237503234d74b94a98b5867?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","NLA329301560","spotify:user:3bfs68sbrnraxpmmszhnypee8","2021-05-18T22:02:21Z"
"spotify:track:1MhrentQH32OQN8BcXVrja","Seek & Destroy - Rough Mix","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:3m69LQokz6DaKB3yw4BH6n","Kill 'Em All (Deluxe / Remastered)","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1983-07-24","https://i.scdn.co/image/ab67616d0000b2732875b8b37127cc23f6915c77","4","4","416531","https://p.scdn.co/mp3-preview/fb20363257786d9bca04bc4f453b307209f57801?cid=9950ac751e34487dbbe027c4fd7f8e99","false","24","QMKHM1600041","spotify:user:rosygv","2021-05-19T12:07:45Z"
"spotify:track:1OerqlT8n5oAildt7KHqvN","Orion - November 1985 / Work In Progress Rough Mix","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","spotify:album:5rFZcoCvmCaJ1gxTMU4JTm","Master Of Puppets (Deluxe Box Set / Remastered)","spotify:artist:2ye2Wgw4gimLv2eAKyk1NB","Metallica","1986-03-03","https://i.scdn.co/image/ab67616d0000b27316d6f039fafd389911261ada","3","7","501530","https://p.scdn.co/mp3-preview/53160645b07ed27cca7f1e5346be063dcde4f4a4?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","QMKHM1600454","spotify:user:rosygv","2021-05-19T12:08:50Z"
"spotify:track:1Tja3miBbbENpqIOAqGWXa","Prófugos - Remasterizado 2007","spotify:artist:7An4yvF7hDYDolN4m5zKBp","Soda Stereo","spotify:album:7s2lDvm4FwnWE5RXEoY8Gi","Signos (Remastered)","spotify:artist:7An4yvF7hDYDolN4m5zKBp","Soda Stereo","1986-10-09","https://i.scdn.co/image/ab67616d0000b2734a6f5598c41e77ae78cab725","1","3","317613","https://p.scdn.co/mp3-preview/21fe4d254b1b64c99e4b49ad4bff605fbf93a296?cid=9950ac751e34487dbbe027c4fd7f8e99","false","68","ARFSB0700901","spotify:user:rosygv","2021-05-19T13:11:48Z"
"spotify:track:0m4N8JnflJSOCGTF3l3eyg","Signos - Me Verás Volver Gira 2007","spotify:artist:7An4yvF7hDYDolN4m5zKBp","Soda Stereo","spotify:album:4Sy7VzDS4j1MLIYF85grsZ","Gira Me Verás Volver","spotify:artist:7An4yvF7hDYDolN4m5zKBp","Soda Stereo","2008-07-14","https://i.scdn.co/image/ab67616d0000b27352cd84d57eb20d5e477a94a9","1","12","380160","https://p.scdn.co/mp3-preview/de19672850f1b96e600c99c2c54ca6fe7ea86d29?cid=9950ac751e34487dbbe027c4fd7f8e99","false","53","ARFSB0800748","spotify:user:rosygv","2021-05-19T13:12:04Z"
"spotify:track:2p4FOWHHd2A6TBmTkdt1G0","En la Ciudad de la Furia - MTV Unplugged","spotify:artist:7An4yvF7hDYDolN4m5zKBp","Soda Stereo","spotify:album:5RJLKN7ucuVaRAUzNKtKB8","Comfort Y Musica Para Volar","spotify:artist:7An4yvF7hDYDolN4m5zKBp","Soda Stereo","1996-09-01","https://i.scdn.co/image/ab67616d0000b2733875f29a2a8234ac7ef2706a","1","1","522000","https://p.scdn.co/mp3-preview/bc69b3069003d6c323afdfbb78de845e94f41a77?cid=9950ac751e34487dbbe027c4fd7f8e99","false","62","ARF039600760","spotify:user:rosygv","2021-05-19T13:12:35Z"
"spotify:track:3AGpAmVzXfN1sTn70U6TSi","Al Hakim Otro Lugar","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","spotify:album:1pDTDiEpRxK6vtbQcOeRE0","En Directo","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","1991-01-01","https://i.scdn.co/image/ab67616d0000b27338f78b91a33123eb6df9e0e1","1","1","240547","https://p.scdn.co/mp3-preview/11c715db51ee6a5711517750f3af9175e86a03b0?cid=9950ac751e34487dbbe027c4fd7f8e99","false","7","ES5629000184","spotify:user:rosygv","2021-05-19T17:41:05Z"
"spotify:track:3s1gQsgJrLgXxJ7oBDbXRY","Hacia Ti","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","spotify:album:1pDTDiEpRxK6vtbQcOeRE0","En Directo","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","1991-01-01","https://i.scdn.co/image/ab67616d0000b27338f78b91a33123eb6df9e0e1","1","9","400013","https://p.scdn.co/mp3-preview/ca8175bf78547bc1e65f4141a0d34ee8b54410fb?cid=9950ac751e34487dbbe027c4fd7f8e99","false","6","ES5629000190","spotify:user:rosygv","2021-05-19T17:48:57Z"
"spotify:track:29gt8PUlo6M7t1wW73Wiyz","Danza al Viento","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","spotify:album:1GcTt4UVCJKVnQyddULCuU","Tánger","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","1998","https://i.scdn.co/image/ab67616d0000b273ea4ced2a414208fcec284f89","1","1","247133","https://p.scdn.co/mp3-preview/ffd43af2223fe3ff20f9944358e6874f9bd6fa1a?cid=9950ac751e34487dbbe027c4fd7f8e99","false","32","ES5629800838","spotify:user:rosygv","2021-05-19T17:51:21Z"
"spotify:track:3YrjczERR4zYTJZYgc8VPE","Necesito Respirar","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","spotify:album:50k8nCvF9hXYXR0qnmDPsb","25 Años","spotify:artist:72XPmW6k6HZT6K2BaUUOhl","Medina Azahara","2006-01-23","https://i.scdn.co/image/ab67616d0000b273da7372033b8a51441444a0b0","1","9","269386","https://p.scdn.co/mp3-preview/754286e0aafb59a3d058a4f527be06050c9863a6?cid=9950ac751e34487dbbe027c4fd7f8e99","false","33","ES5621250053","spotify:user:rosygv","2021-05-19T17:56:06Z"
"spotify:track:5mrmVNWZnMl2U9Cjkh21rP","Lluvia","spotify:artist:3MiFlFWz3yX4IAhIjEjp30","LA MISMA GENTE","spotify:album:4RiLNkJDsKMUeaD2AAYxLN","Por Fin","spotify:artist:3MiFlFWz3yX4IAhIjEjp30","LA MISMA GENTE","1983-01-31","https://i.scdn.co/image/ab67616d0000b2736c087e16d4d88720415e4aaa","1","3","323231","https://p.scdn.co/mp3-preview/4ed1650316d3bb58acc3b1b612ed1e21f623b872?cid=9950ac751e34487dbbe027c4fd7f8e99","false","17","QZ5AB2187058","spotify:user:rosygv","2021-05-19T17:59:15Z"
"spotify:track:79Fvidpy9HpvPNG1PR4tBT","Tiempo - En Vivo","spotify:artist:48NeXVOrqMUIRc4M8g0lnZ","Aditus","spotify:album:0mHAZvVlbyYALkppFcfrMT","En Concierto en Este País (En Vivo)","spotify:artist:48NeXVOrqMUIRc4M8g0lnZ","Aditus","1999-10-01","https://i.scdn.co/image/ab67616d0000b27306b2f115420895e812bcfab7","1","5","207804","https://p.scdn.co/mp3-preview/df3f6a35258ff66c1a69d9a1ab8cbea5e76246a8?cid=9950ac751e34487dbbe027c4fd7f8e99","false","27","QMHUY1554174","spotify:user:rosygv","2021-05-19T18:05:20Z"
"spotify:track:5nNmj1cLH3r4aA4XDJ2bgY","September","spotify:artist:4QQgXkCYTt3BlENzhyNETg","Earth\, Wind & Fire","spotify:album:6UixeNUSjrBnxeYV0ZuGHR","The Eternal Dance","spotify:artist:4QQgXkCYTt3BlENzhyNETg","Earth\, Wind & Fire","1992-09-08","https://i.scdn.co/image/ab67616d0000b273af0d466d16c97b6385219d90","3","1","214826","https://p.scdn.co/mp3-preview/27390b5ac85b9dd997e8ae98a3356f0dd4a61f51?cid=9950ac751e34487dbbe027c4fd7f8e99","false","5","USSM17800253","spotify:user:hsuarezcellucci","2021-05-18T15:16:35Z"
